trip_distance,passenger_count,tip_amount
14.0,1,6.0
1.02,2,1.96
5.4,1,1.7
1.4,1,1.7
1.55,1,0.0
0.5,1,1.55
1.5,2,2.95
5.7,1,4.55
2.52,5,4.14
0.7,1,0.0
1.0,1,1.95
2.38,4,1.43
1.8,1,2.65
2.2,1,2.85
1.8,1,2.55
9.4,1,7.15
1.73,5,2.36
3.3,0,3.25
0.9,1,1.65
0.6,2,1.76
5.29,1,0.0
8.32,2,6.46
1.1,1,0.0
0.89,1,1.86
0.84,1,0.0
13.0,1,0.0
1.84,1,3.84
2.19,1,1.0
3.45,1,0.0
3.2,1,0.0
1.19,1,1.96
2.57,1,2.76
1.01,1,1.86
1.59,1,0.0
7.31,1,5.46
3.64,1,0.0
1.04,1,0.0
6.5,1,0.0
3.33,1,1.0
1.17,1,0.0
16.66,1,12.28
0.85,1,1.66
0.89,1,1.56
0.6,1,0.88
1.5,1,1.96
1.18,1,2.79
2.6,1,1.92
2.2,2,1.0
1.1,1,1.5
12.76,2,8.24
8.4,1,4.08
1.8,1,0.0
3.7,1,0.0
4.7,1,2.0
2.5,1,3.35
6.74,1,0.0
17.6,1,12.25
2.6,1,2.08
1.5,1,1.0
1.9,1,2.22
3.08,2,0.0
0.7,1,1.25
0.8,1,2.25
1.9,1,2.65
7.1,0,0.0
0.5,0,0.0
1.0,1,1.95
1.6,4,0.0
9.42,2,8.76
0.93,1,1.86
0.8,1,2.9
1.82,1,3.36
0.33,1,1.0
2.43,5,3.06
6.62,1,2.0
1.39,1,2.66
1.3,1,2.95
1.56,1,3.06
0.63,2,0.5
5.1,1,5.82
1.31,1,2.96
0.4,1,2.0
1.17,1,2.86
0.8,1,0.0
15.08,1,0.0
1.02,2,2.36
2.2,1,2.07
5.87,6,7.29
3.34,5,4.82
0.4,1,1.0
1.17,1,2.56
5.6,1,4.85
0.3,1,0.0
0.77,1,2.2
1.33,1,0.0
9.67,2,9.73
0.7,1,0.0
1.0,1,1.76
2.02,1,2.0
1.33,1,2.26
1.17,1,2.96
19.87,1,16.71
1.73,1,1.0
2.12,1,0.0
3.0,1,0.0
1.14,1,2.46
3.1,1,0.0
1.0,2,0.0
0.6,1,1.65
0.8,1,1.76
0.48,1,1.56
1.68,2,2.76
2.93,1,5.49
1.4,2,2.55
5.13,1,0.0
20.8,2,10.0
1.0,1,0.0
1.2,1,2.26
14.78,1,0.0
8.1,1,0.0
3.3,1,4.06
2.16,3,0.0
7.19,1,7.08
2.8,1,2.5
0.36,1,0.0
1.06,2,0.0
4.21,1,4.82
0.59,1,0.0
2.88,1,1.0
9.57,1,0.0
0.93,1,2.36
8.1,1,6.88
3.6,2,3.76
1.62,2,2.96
2.38,2,1.0
2.33,5,2.5
0.6,1,1.76
0.63,1,1.66
0.99,5,1.86
1.1,1,1.0
1.5,0,3.8
1.31,1,0.0
8.24,6,3.82
4.31,1,4.96
0.63,1,2.33
5.14,2,5.66
0.8,1,1.5
0.9,1,2.3
0.0,1,0.0
3.77,1,4.88
1.91,1,5.45
1.1,2,2.35
1.5,1,2.46
3.5,1,3.5
0.8,1,2.05
2.94,1,3.96
0.9,1,2.06
0.61,2,0.0
3.28,2,2.5
1.5,1,2.25
1.62,1,2.66
1.2,1,2.15
1.44,1,3.0
1.3,2,2.35
1.11,1,0.0
1.9,1,3.96
6.87,1,6.26
0.93,2,2.16
1.16,1,1.5
2.9,1,3.27
5.37,2,4.66
1.04,3,2.26
3.1,1,3.42
2.91,1,3.56
3.37,1,2.5
4.13,1,4.7
1.9,1,0.0
0.4,1,0.0
1.35,1,2.46
3.55,1,0.0
0.0,2,0.0
1.63,1,4.44
1.03,1,1.84
1.5,1,0.0
1.4,1,2.35
1.4,1,0.0
2.47,1,0.0
1.1,0,1.23
4.41,1,3.96
2.18,1,3.06
0.6,1,0.0
1.73,1,2.56
3.27,2,3.86
11.08,1,7.86
2.13,1,0.0
1.9,1,1.5
2.28,1,4.0
1.35,1,2.26
5.04,1,4.86
7.84,1,4.0
2.25,1,2.2
3.58,2,2.0
1.0,0,2.0
0.73,1,2.0
2.19,1,2.76
5.95,1,1.0
1.04,1,1.96
1.63,5,2.36
0.6,2,1.2
5.39,1,0.0
0.79,1,1.66
1.5,1,3.0
0.69,1,1.76
1.3,1,2.0
4.5,1,3.0
0.88,1,1.96
3.32,1,1.5
0.84,1,0.0
3.4,1,3.75
2.12,1,2.56
1.98,1,2.0
1.32,1,2.16
0.64,1,1.0
0.98,3,2.06
2.0,1,0.0
1.13,1,2.16
2.4,2,3.06
1.31,1,0.0
1.04,1,2.06
2.27,2,3.36
1.46,1,3.69
9.8,2,6.55
1.23,3,2.83
1.2,1,1.95
2.6,1,2.85
0.86,1,1.96
0.54,1,0.0
1.29,1,2.16
15.88,1,3.0
12.32,1,0.0
2.88,6,0.0
1.34,1,1.0
9.07,1,5.46
2.95,1,3.95
0.05,1,12.28
2.62,1,2.86
0.96,1,2.94
2.43,1,2.76
1.59,1,2.7
2.45,2,3.06
1.67,1,2.26
4.0,0,0.0
1.57,2,2.26
1.0,1,2.15
5.72,1,4.76
0.6,1,1.65
10.3,1,12.25
1.81,1,3.54
0.26,1,2.66
1.3,1,2.15
0.54,2,0.83
2.11,1,2.56
1.42,1,0.0
2.91,1,3.06
1.89,1,0.0
4.47,6,4.95
0.57,3,1.46
10.52,4,6.96
1.81,2,2.7
2.04,1,0.0
2.62,1,2.66
1.5,1,2.58
1.79,1,2.36
4.68,1,3.0
2.0,1,2.75
1.5,6,2.06
1.9,1,2.36
1.19,1,0.0
0.9,0,1.65
0.83,1,0.7
1.36,1,1.0
0.41,1,1.0
0.78,1,0.83
0.9,1,2.95
1.17,2,1.0
1.2,1,2.05
3.0,1,3.45
1.07,1,0.0
3.29,1,3.76
1.7,0,4.7
1.4,1,3.05
1.27,1,0.0
0.98,5,0.0
1.4,1,2.0
1.4,1,3.24
2.26,1,3.86
1.5,3,0.0
1.03,2,0.0
3.22,1,0.0
0.4,1,1.22
1.9,1,3.06
1.0,0,1.95
2.77,1,3.96
0.82,4,0.0
1.6,1,1.0
2.95,2,0.0
0.6,0,1.4
0.48,1,0.0
1.57,1,2.0
1.47,4,2.82
3.0,6,1.25
0.7,1,1.76
3.6,1,0.0
1.0,1,2.55
1.43,1,1.28
0.5,1,0.0
1.5,1,2.45
2.02,1,3.16
1.8,2,3.35
0.0,1,0.0
1.87,2,4.06
1.7,1,4.05
0.8,4,2.15
2.7,1,0.0
1.9,1,0.0
1.66,1,2.76
1.8,1,3.65
1.11,1,2.83
0.59,1,1.86
7.98,1,5.0
3.67,4,0.0
0.01,6,1.16
1.8,2,0.0
4.23,1,0.0
17.74,1,15.36
0.97,5,0.0
1.39,3,2.56
1.9,1,2.56
1.64,2,0.0
0.9,2,2.76
3.0,2,4.2
3.1,2,3.45
1.2,1,2.55
1.8,3,2.46
4.5,1,2.0
1.6,1,2.25
1.12,1,2.58
1.36,1,2.06
0.95,1,2.0
3.62,1,0.0
1.45,2,3.45
1.6,1,2.7
0.73,2,2.16
1.4,1,2.0
2.28,1,3.26
0.5,1,1.17
1.61,1,0.0
0.65,1,1.76
0.88,1,2.06
1.4,1,0.0
1.26,1,0.0
10.42,1,0.0
0.64,3,1.66
1.59,3,4.59
10.73,5,0.0
6.5,1,2.63
7.32,1,0.0
0.4,1,1.46
2.4,1,1.5
3.71,1,7.0
1.2,1,0.0
7.16,1,5.0
2.6,1,1.0
5.91,1,0.0
1.2,1,0.0
1.3,1,2.25
0.73,5,2.2
1.15,1,2.83
1.29,1,2.56
1.09,1,2.26
0.01,3,0.0
3.9,1,3.85
2.01,1,2.86
2.88,1,0.0
1.8,1,0.0
1.7,3,0.0
0.8,2,1.85
0.6,1,2.05
11.62,1,6.36
4.34,1,4.26
0.8,1,1.03
1.77,1,3.7
2.2,1,0.0
1.8,1,1.2
1.72,1,3.16
7.82,2,9.32
1.2,1,2.8
1.52,1,1.68
1.88,1,0.0
1.66,1,2.66
0.91,1,1.77
20.24,1,0.0
1.26,2,0.0
3.4,1,3.45
3.3,1,0.0
1.7,1,2.25
0.66,2,2.32
1.29,1,2.16
0.53,1,1.76
7.08,1,0.0
0.8,5,0.0
0.95,3,1.96
1.36,3,0.0
1.6,1,0.0
0.73,1,1.76
1.3,1,0.0
1.05,1,0.0
1.02,2,1.08
1.51,1,3.06
0.91,1,2.16
0.81,1,2.0
1.0,1,2.0
0.5,1,1.75
1.47,6,0.0
1.29,2,0.0
1.3,1,3.65
2.88,1,3.96
12.33,1,10.08
0.7,1,1.4
3.07,1,0.0
7.87,1,7.28
0.0,2,5.16
1.6,1,2.5
2.2,1,3.05
17.2,2,6.0
7.43,2,6.28
1.6,2,2.55
2.1,2,2.2
1.1,0,1.0
2.1,0,2.65
1.8,1,2.66
0.9,1,1.4
3.57,1,0.0
0.8,1,0.0
2.0,2,2.95
14.62,3,10.38
1.02,6,1.0
7.4,1,1.0
4.5,1,2.0
1.0,1,1.0
2.47,1,2.0
5.91,1,4.7
3.93,3,3.26
1.76,1,1.92
9.68,5,7.88
1.81,1,0.0
6.23,1,7.14
1.61,1,2.46
1.35,1,2.46
3.9,4,3.66
9.8,1,7.95
2.45,1,2.76
1.91,1,0.0
2.93,3,3.66
0.8,1,0.0
6.5,1,2.0
2.32,1,2.66
1.52,1,2.26
4.03,1,4.26
12.74,1,8.56
1.9,1,2.55
0.64,2,0.0
5.0,1,2.5
0.7,2,1.75
1.26,1,2.16
2.25,1,0.0
2.34,1,1.7
11.25,1,10.0
4.8,0,5.6
2.52,1,3.82
1.19,1,0.0
3.8,1,3.55
2.75,1,0.0
4.5,1,3.95
0.53,1,1.46
2.43,1,2.46
2.98,3,3.16
4.8,1,4.06
2.4,1,0.0
2.44,1,0.0
1.5,1,3.39
1.0,1,1.95
1.27,6,2.06
0.5,1,1.17
1.9,1,2.07
1.4,4,0.0
3.68,3,3.0
2.75,1,1.58
1.62,1,2.26
4.7,1,0.0
3.07,3,2.6
2.5,1,3.95
2.21,1,4.74
0.65,1,2.32
2.27,1,1.58
1.72,1,2.0
2.13,1,3.06
1.87,1,3.16
0.62,1,1.56
2.72,2,3.12
0.85,3,1.62
5.63,1,3.7
1.23,1,0.0
0.6,1,1.45
2.9,1,4.0
1.3,1,0.0
1.03,5,3.69
14.9,1,8.0
2.92,1,1.0
4.8,1,4.46
2.12,1,3.06
0.5,1,1.66
0.63,1,1.0
0.45,2,1.56
0.54,1,0.0
2.24,1,2.96
21.3,1,15.35
2.87,1,3.76
0.62,1,0.0
1.3,1,2.65
0.81,1,1.56
6.49,3,0.0
1.44,1,2.56
0.73,6,1.66
3.2,1,0.0
3.61,1,0.0
1.1,1,1.25
2.12,2,0.75
2.0,2,0.0
1.24,1,2.66
1.8,2,2.0
0.81,2,0.0
1.6,1,0.0
1.06,1,2.26
0.36,1,1.46
1.06,1,0.0
1.6,1,2.36
1.23,1,2.36
2.2,1,0.0
1.25,1,2.06
1.3,1,0.0
2.1,1,1.0
1.6,4,2.45
0.0,1,0.0
1.28,1,1.96
4.2,2,4.05
0.82,1,1.26
1.41,3,2.36
0.94,1,2.45
2.4,1,2.85
0.6,1,1.75
0.9,0,1.95
1.72,2,2.56
0.8,1,0.5
5.5,1,0.0
0.7,0,1.17
1.3,0,0.0
0.78,1,2.5
1.16,2,1.0
1.2,1,2.05
0.62,1,0.0
20.3,2,0.0
0.8,2,2.15
1.0,1,2.46
3.0,1,1.2
2.2,1,4.2
0.82,1,1.5
1.28,1,0.0
5.5,1,2.0
0.7,1,2.35
0.24,1,0.0
4.2,1,5.15
0.6,1,0.83
1.5,3,0.0
1.1,1,2.05
2.6,2,3.46
3.1,2,5.9
1.08,2,2.16
0.5,1,0.0
2.8,1,0.0
0.0,1,0.0
1.6,1,2.55
3.09,2,0.0
0.9,1,2.45
5.96,3,5.16
2.98,1,3.56
0.89,1,1.5
0.73,1,2.26
16.99,1,13.18
0.67,2,1.0
2.77,1,3.46
0.82,1,0.0
1.43,1,0.0
1.9,2,2.75
1.04,4,1.0
0.52,1,1.88
1.54,1,2.0
1.0,2,2.25
8.78,1,8.26
0.99,1,2.16
2.55,5,1.11
1.62,1,2.36
1.88,5,3.16
2.75,1,2.23
17.97,1,4.0
2.0,1,0.0
1.06,1,2.16
0.67,1,1.28
2.11,1,0.0
1.61,6,2.26
2.3,1,3.56
0.6,2,2.2
1.03,2,0.0
0.7,2,2.2
0.83,1,2.0
1.3,3,2.95
1.2,1,1.5
1.5,3,1.0
2.73,1,3.26
1.8,1,1.0
0.7,1,2.0
1.76,2,2.0
2.64,1,1.58
17.38,1,13.18
4.32,1,2.2
1.81,5,0.0
1.04,1,2.26
1.37,1,4.2
2.25,1,2.2
1.9,1,3.16
3.58,1,3.66
2.1,0,2.0
1.0,1,0.0
0.72,1,1.76
3.3,1,5.95
1.26,2,3.06
0.5,1,0.8
1.25,1,2.0
1.13,1,2.76
1.6,2,1.77
4.8,0,4.45
10.23,1,0.0
2.18,1,3.86
0.59,1,0.0
1.17,1,2.36
5.53,1,5.16
1.05,1,0.0
1.12,1,1.96
2.08,1,2.0
2.33,1,4.0
7.4,1,15.0
2.2,1,4.8
15.7,1,14.3
0.7,2,0.0
0.37,1,1.56
0.6,1,0.5
0.88,6,1.2
0.34,2,0.0
1.8,2,0.0
1.3,1,2.0
2.22,1,3.0
0.74,1,0.0
0.0,1,0.0
0.99,1,2.06
1.79,1,1.23
1.68,1,0.0
0.76,1,0.0
4.8,5,6.08
2.11,1,0.0
1.5,1,2.46
4.04,2,4.76
1.3,4,0.0
1.3,1,2.36
3.4,1,1.0
9.2,1,5.0
6.68,1,3.0
4.98,3,2.97
0.2,2,0.0
1.2,2,2.66
3.98,1,2.0
5.07,1,2.5
3.22,1,0.0
2.58,1,2.76
2.96,1,4.2
1.42,1,2.46
1.18,2,2.16
1.11,3,0.0
1.5,1,3.54
1.25,2,1.96
15.37,1,0.0
1.1,1,0.0
4.9,1,11.0
2.43,1,2.76
1.1,1,1.85
1.53,1,2.46
1.2,0,2.25
3.2,2,3.65
0.3,2,1.45
1.92,1,2.22
